Market,Submarket,Tier,Chain Class,Chain Scale,Brand,Company,Property,Rooms,Lat,Lng
"Cincinnati, OH",Downtown Cincinnati,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fis Newport,124,39.1014,-84.4896
"Akron, OH",Twinsburg/Streetsboro,Upper Tier,Luxury,Independent,Independent,Independent,inn walden,25,41.2873,-81.3619
"Cincinnati, OH",Cincinnati North,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Mason Inn,92,39.2977,-84.3161
"Dayton, OH",Dayton Northeast/Fairborn,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Dayton Huber Heights Northeast,52,39.8692,-84.1417
"Cincinnati, OH",Cincinnati North,Mid Tier,Midscale,Midscale,MainStay Suites,"Choice Hotels International, Inc.",MainStay Suites Cincinnati Blue Ash,76,39.2563,-84.3765
"Columbus, OH",Worthington/Westerville,Mid Tier,Midscale,Midscale,Baymont,Wyndham Hotels & Resorts,Baymont by Wyndham Delaware,71,40.2673,-83.072
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express Vermilion by IHG,66,41.3939,-82.3658
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express London-I-70 by IHG,61,39.9522,-83.3819
"Akron, OH",Twinsburg/Streetsboro,Mid Tier,Upper Midscale,Upper Midscale,La Quinta Inns & Suites,Wyndham Hotels & Resorts,La Quinta Inn & Suites by Wyndham Cleveland Macedonia,86,41.2989,-81.5171
"Cleveland, OH",Strongsville/Medina,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Airport Inn & Suites Cleveland,64,41.403,-81.8146
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Greenville North,55,40.122,-84.6184
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Celina,52,40.5585,-84.537
"Columbus, OH",CMH Airport,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Columbus-Airport,129,39.9994,-82.892
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield Inn Richmond,56,39.8345,-84.8124
"Ohio State Area, OH",Ohio South,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Hillsboro,42,39.2278,-83.6124
"Cincinnati, OH",CVG Airport,Upper Tier,Upscale,Upscale,Residence Inn,Marriott International,Residence Inn by Marriott Cincinnati Airport,150,39.0529,-84.6318
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Chillicothe,71,39.3516,-82.9808
"Columbus, OH",Newark,Lower Tier,Economy,Economy,Super 8,Wyndham Hotels & Resorts,Super 8 by Wyndham Heath/Newark,46,40.0195,-82.4509
"Akron, OH",Akron West,Mid Tier,Midscale,Midscale,Extended Stay America Suites,Extended Stay America,Extended Stay America Suites- Akron - Copley - East,95,41.1281,-81.6538
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Independent,Independent,Independent,Commodore Resort Hotel,74,41.652,-82.8189
"Cleveland, OH",Avon/I90 West,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,Motel 6 North Olmsted OH - Cleveland,59,41.4368,-81.8758
"Cincinnati, OH",Cincinnati North,Mid Tier,Upper Midscale,Upper Midscale,La Quinta Inns & Suites,Wyndham Hotels & Resorts,La Quinta Inn & Suites by Wyndham Cincinnati Sharonville,151,39.2717,-84.439
"Dayton, OH",Dayton Northeast/Fairborn,Mid Tier,Midscale,Midscale,Extended Stay America Suites,Extended Stay America,Extended Stay America Suites- Dayton - Fairborn,72,39.7764,-84.0671
"Cincinnati, OH",Downtown Cincinnati,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Cincinnati Riverfront by IHG,127,39.0883,-84.5245
"Toledo, OH",Toledo West,Mid Tier,Midscale,Midscale,Extended Stay America Suites,Extended Stay America,Extended Stay America Suites- Toledo - Holland,125,41.6147,-83.6892
"Toledo, OH",Toledo East,Mid Tier,Upper Midscale,Upper Midscale,La Quinta Inns & Suites,Wyndham Hotels & Resorts,La Quinta Inn by Wyndham Toledo Perrysburg,101,41.5493,-83.6059
"Cleveland, OH",Cleveland Southeast,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn & Suites Oakwood Village - Cleveland South,60,41.3678,-81.5086
"Cincinnati, OH",Cincinnati North,Mid Tier,Midscale,Midscale,Extended Stay America Suites,Extended Stay America,Extended Stay America Suites- Cincinnati - Springdale - I-275,126,39.2944,-84.4822
"Ohio State Area, OH",Mansfield/Ashland,Mid Tier,Upper Midscale,Upper Midscale,La Quinta Inns & Suites,Wyndham Hotels & Resorts,La Quinta Inn & Suites by Wyndham Mansfield OH,87,40.6933,-82.5097
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Wooster,63,40.8517,-81.9468
"Akron, OH",Akron West,Lower Tier,Economy,Economy,Suburban Studios,"Choice Hotels International, Inc.",Suburban Studios Copley Akron West,72,41.1292,-81.6545
"Cincinnati, OH",Franklin,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express Cincinnati North - Monroe by IHG,67,39.4402,-84.3296
"Youngstown, OH",,Upper Tier,Upscale,Upscale,Residence Inn,Marriott International,Residence Inn by Marriott Youngstown Boardman/Poland,78,41.0215,-80.6308
"Youngstown, OH",,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn by Hilton Youngstown-West I-80,82,41.1226,-80.7706
"Cincinnati, OH",CVG Airport,Lower Tier,Economy,Economy,Studio 6,G6 Hospitality LLC,"Studio 6 Florence, KY - Meijer Dr./Cincinnati",71,39.0105,-84.6329
"Toledo, OH",Toledo West,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Maumee - Toledo Area",62,41.5812,-83.6834
"Cleveland, OH",Strongsville/Medina,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Brunswick Cleveland South,63,41.2365,-81.8002
"Akron, OH",Akron West,Upper Tier,Upscale,Upscale,Courtyard,Marriott International,Courtyard by Marriott Akron Fairlawn,78,41.1381,-81.6469
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Country Hearth Inn,Sonesta International Hotels Corp,Country Hearth Inn & Suites Kenton,58,40.6496,-83.5949
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Super 8,Wyndham Hotels & Resorts,Super 8 by Wyndham Defiance,50,41.3094,-84.3634
"Cincinnati, OH",CVG Airport,Mid Tier,Upper Midscale,Independent,Independent,Independent,Ashley Quarters Hotel,70,39.0192,-84.6298
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn Mount Vernon Downtown,60,40.3894,-82.4839
"Ohio State Area, OH",Mansfield/Ashland,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn,61,40.8578,-82.2684
"Cincinnati, OH",Cincinnati North,Lower Tier,Economy,Economy,Siegel Select,The Siegel Group,Siegel Select Cincinatti/Sharonville,130,39.2817,-84.4442
"Ohio State Area, OH",Mansfield/Ashland,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn & Suites Bellville - Mansfield,66,40.647,-82.5452
"Cincinnati, OH",Cincinnati West,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn Oxford - University Area,66,39.5149,-84.752
"Ohio State Area, OH",I70 Corridor,Mid Tier,Midscale,Midscale,Baymont,Wyndham Hotels & Resorts,Baymont by Wyndham Zanesville,59,39.944,-81.9987
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Washington Court House,60,39.6518,-83.5421
"Sandusky, OH",,Mid Tier,Midscale,Midscale,Sleep Inn,"Choice Hotels International, Inc.",Sleep Inn Sandusky,70,41.4022,-82.6596
"Akron, OH",Akron,Lower Tier,Economy,Economy,Econo Lodge,"Choice Hotels International, Inc.",Econo Lodge Kent - Akron West,40,41.1093,-81.3472
"Cincinnati, OH",Cincinnati North,Mid Tier,Upper Midscale,Upper Midscale,La Quinta Inns & Suites,Wyndham Hotels & Resorts,La Quinta Inn & Suites by Wyndham Cincinnati NE - Mason,90,39.2943,-84.3175
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Seaman,34,38.9299,-83.5674
"Cincinnati, OH",Cincinnati North,Upper Tier,Upper Upscale,Upper Upscale,Marriott,Marriott International,Marriott Cincinnati Northeast,306,39.2966,-84.3139
"Akron, OH",Akron West,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Akron-Fairlawn,63,41.1375,-81.6474
"Columbus, OH",Columbus West,Upper Tier,Upscale,Upscale,Hyatt Place,Hyatt Hotels Corporation,Hyatt Place Columbus/Dublin,123,40.0777,-83.1343
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Sleep Inn,"Choice Hotels International, Inc.",Sleep Inn,58,40.6416,-81.4448
"Akron, OH",Akron,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn,60,40.9939,-81.4899
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Ashtabula,71,41.7838,-80.8575
"Columbus, OH",Columbus West,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Suites,66,39.9753,-83.153
"Toledo, OH",Toledo West,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield by Marriott Inn & Suites Toledo Maumee,62,41.5809,-83.6821
"Columbus, OH",Worthington/Westerville,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Columbus/Delaware I-71 North,60,40.2681,-82.9285
"Cincinnati, OH",CVG Airport,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Inn Florence,51,39.0027,-84.6435
"Cleveland, OH",Strongsville/Medina,Mid Tier,Midscale,Midscale,Extended Stay America Premier Suites,Extended Stay America,Extended Stay America Premier Suites- Cleveland - Independence,128,41.403,-81.6525
"Youngstown, OH",,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield by Marriott Inn & Suites Youngstown Boardman/Poland,62,41.0211,-80.6294
"Dayton, OH",Dayton Northeast/Fairborn,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn Dayton - Huber Heights,53,39.8668,-84.103
"Cincinnati, OH",Franklin,Mid Tier,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",Comfort Inn & Suites Middletown - Franklin,64,39.4915,-84.3278
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Wheelersburg,52,38.7272,-82.859
"Columbus, OH",Columbus West,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Columbus-West,75,39.9796,-83.1472
"Columbus, OH",Columbus West,Upper Tier,Upscale,Upscale,Homewood Suites by Hilton,Hilton Worldwide,Homewood Suites by Hilton Columbus-Hilliard,66,40.0323,-83.1188
"Youngstown, OH",,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Youngstown/Boardman,63,41.0216,-80.6294
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Independent,Independent,"Choice Hotels International, Inc.",Schoenbrunn Inn,63,40.4927,-81.4698
"Columbus, OH",Worthington/Westerville,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn & Suites Delaware South,57,40.2716,-83.0696
"Columbus, OH",Columbus South,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn Grove City - Columbus South,78,39.8768,-83.0539
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Wooster,59,40.8398,-81.9304
"Ohio State Area, OH",Lima,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield by Marriott Inn & Suites Lima,62,40.761,-84.1462
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Executive Inn,33,40.4941,-82.7164
"Cincinnati, OH",CVG Airport,Upper Tier,Upscale,Upscale,Courtyard,Marriott International,Courtyard by Marriott Cincinnati Airport South/Florence,78,39.0101,-84.6339
"Dayton, OH",Tipp City/Troy,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Troy,88,40.0528,-84.237
"Akron, OH",Canton,Upper Tier,Upscale,Upscale,Residence Inn,Marriott International,Residence Inn by Marriott Canton,66,40.8569,-81.4162
"Cincinnati, OH",Cincinnati North,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn I-75 West Chester-North Cincinnati,61,39.3387,-84.4001
"Cincinnati, OH",Cincinnati North,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Cincinnati-Kings Island,90,39.3599,-84.2674
"Cleveland, OH",Downtown Cleveland,Upper Tier,Upscale,Upscale,Crowne Plaza,IHG Hotels & Resorts,Crowne Plaza Cleveland at Playhouse Square by IHG,205,41.5005,-81.6833
"Sandusky, OH",,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn River's Edge,65,41.3955,-82.5532
"Akron, OH",Canton,Mid Tier,Upper Midscale,Upper Midscale,Best Western Plus,Best Western Hotels & Resorts,Best Western Plus North Canton Inn & Suites,91,40.8808,-81.4351
"Sandusky, OH",,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn Sandusky - Milan,56,41.3304,-82.6235
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Dover,75,40.5259,-81.4961
"Columbus, OH",Columbus West,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Hilliard Inn & Suites,60,40.0321,-83.1197
"Akron, OH",Akron West,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn & Suites Medina- Akron West,77,41.1354,-81.7902
"Ohio State Area, OH",Findlay,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Findlay,61,41.0612,-83.6681
"Akron, OH",Canton,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield by Marriott Inn & Suites Canton,60,40.8563,-81.4175
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Independent,Independent,Independent,Royalton Inn & Suites Upper Sandusky,56,40.836,-83.2405
"Columbus, OH",Columbus West,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn & Suites Columbus - West Broad,49,39.9529,-83.1225
"Ohio State Area, OH",Mansfield/Ashland,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Mansfield/Ontario,61,40.7812,-82.5909
"Cleveland, OH",Strongsville/Medina,Upper Tier,Upscale,Upscale,Residence Inn,Marriott International,Residence Inn by Marriott Cleveland Independence,118,41.4018,-81.6545
"Cleveland, OH",Downtown Cleveland,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn Cleveland Downtown,145,41.5009,-81.6784
"Akron, OH",Akron West,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,"Motel 6 Richfield, OH",41,41.2751,-81.6264
"Columbus, OH",Columbus South,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Columbus-East,76,39.932,-82.7916
"Ohio State Area, OH",Mansfield/Ashland,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield by Marriott Inn & Suites Mansfield Ontario,60,40.7814,-82.5909
"Ohio State Area, OH",Mansfield/Ashland,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Mansfield/Bellville,55,40.6952,-82.5073
"Dayton, OH",Springfield,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield by Marriott Inn & Suites Springfield,60,39.9417,-83.8388
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Midscale,Baymont,Wyndham Hotels & Resorts,Baymont by Wyndham Washington Court House,59,39.6176,-83.6081
"Columbus, OH",Columbus South,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Columbus-South,88,39.88,-83.0464
"Sandusky, OH",,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Sandusky South, OH",50,41.3272,-82.6188
"Cincinnati, OH",Franklin,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield Inn Middletown Monroe,57,39.4926,-84.332
"Ohio State Area, OH",Ohio South,Lower Tier,Economy,Economy,Super 8,Wyndham Hotels & Resorts,Super 8 by Wyndham Portsmouth,51,38.7899,-82.9847
"Columbus, OH",Worthington/Westerville,Upper Tier,Upscale,Upscale,Hyatt Place,Hyatt Hotels Corporation,Hyatt Place Columbus/Worthington,124,40.116,-83.0136
"Ohio State Area, OH",Ohio South,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn & Suites Circleville,59,39.574,-82.9552
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Independent,Independent,Independent,Deer Creek Lodge & Conference Center,136,39.622,-83.2363
"Dayton, OH",Springfield,Mid Tier,Midscale,Midscale,Baymont,Wyndham Hotels & Resorts,Baymont by Wyndham Springfield,45,39.8941,-83.8067
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Port Clinton, OH",64,41.5076,-82.8602
"Dayton, OH",Dayton Northeast/Fairborn,Mid Tier,Upper Midscale,Upper Midscale,Clarion,"Choice Hotels International, Inc.",Clarion Inn Fairborn - Dayton near Wright Patterson,63,39.7773,-84.0548
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn,55,40.5793,-83.0786
"Sandusky, OH",,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn Sandusky,205,41.3973,-82.6557
"Akron, OH",Twinsburg/Streetsboro,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Streetsboro - Kent,54,41.2418,-81.3517
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Wooster,58,40.795,-81.9079
"Ohio State Area, OH",Mansfield/Ashland,Lower Tier,Economy,Economy,Super 8,Wyndham Hotels & Resorts,Super 8 by Wyndham Ashland,66,40.8584,-82.2657
"Youngstown, OH",,Mid Tier,Midscale,Midscale,Baymont,Wyndham Hotels & Resorts,Baymont by Wyndham Boardman,84,41.0217,-80.634
"Cincinnati, OH",Franklin,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,Red Roof Inn & Suites Middletown - Franklin,49,39.495,-84.321
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Super 8,Wyndham Hotels & Resorts,Super 8 by Wyndham Coshocton Roscoe Village,48,40.2737,-81.878
"Columbus, OH",Newark,Upper Tier,Upscale,Upscale,BW Premier Collection,Best Western Hotels & Resorts,Cherry Valley Hotel,200,40.0522,-82.4768
"Dayton, OH",Downtown/DAY Airport,Mid Tier,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",Quality Inn Dayton North - Vandalia,56,39.8506,-84.1928
